Time Created: 11/10/2020 7:51:01 PM
-----New Entry: 11/10/2020 7:51:01 PM-----

******************* Parameters *******************
predictVelocity: True
noiseDampening: False
MaxNoise: 0
chanceToLoseFrame: 0
velocityMaxDegreeChange: 0.01




Test 1: corners with velocity 

Entry,Acc,AvgDistance,Velocity

20:,100.000,0.099,(0.0, 0.0, 0.0)
40:,100.000,0.099,(0.0, 0.0, 0.0)
60:,100.000,0.099,(0.0, 0.0, 0.0)
80:,100.000,0.099,(0.0, 0.0, 0.0)
100:,100.000,0.099,(0.0, 0.0, -0.3)
120:,100.000,0.094,(0.0, 0.0, -3.1)
140:,100.000,0.068,(0.1, 0.0, -5.7)
160:,100.000,0.030,(0.1, 0.0, -7.5)
180:,100.000,0.026,(0.0, 0.0, -7.5)
200:,35.000,0.057,(-0.1, 0.0, -7.6)
0:,93.500,0.077,(-0.1, 0.0, -7.6)
20:,60.000,0.058,(-0.2, 0.0, -7.6)
40:,100.000,0.031,(-0.2, 0.0, -7.6)
60:,100.000,0.026,(-0.3, 0.0, -7.6)
80:,100.000,0.080,(-0.3, 0.0, 0.0)
100:,100.000,0.115,(0.0, 0.0, 0.0)
120:,100.000,0.104,(0.0, 0.0, 0.0)
140:,100.000,0.104,(0.0, 0.0, 0.0)
160:,100.000,0.104,(0.0, 0.0, 0.0)
180:,100.000,0.104,(0.0, 0.0, 0.0)
